Time,PT.Motor.Trq,Car.v
56.94,66.08541107,36.18336865
56.95,65.62094879,36.21325833
56.96,65.15611267,36.24283559
56.97,64.69111633,36.27210385
56.98,64.22615814,36.30106313
56.99,63.76200485,36.32970998
57,63.29966736,36.35805814
57.01,62.83911514,36.38609731
57.02,62.38046646,36.41383092
57.03,61.92388153,36.44125554
57.04,61.46944809,36.46837117
57.05,61.01718521,36.49518125
57.06,60.56710434,36.5216892
57.07,60.1192894,36.54789502
57.08,59.67374802,36.57379529
57.09,59.23041153,36.59939687
57.1,58.78927994,36.62469975
57.11,58.35035324,36.64970395
57.12,57.91364288,36.67440946
57.13,57.47914505,36.69882314
57.14,57.04687119,36.72293813
57.15,56.61681747,36.74676473
57.16,56.18899536,36.7702995
57.17,55.76343536,36.79354245
57.18,55.34015656,36.81650044
57.19,54.91917038,36.83917004
57.2,54.50048065,36.86155812
57.21,54.084095,36.88365781
57.22,53.67002487,36.9054794
57.23,53.25830078,36.92701947
57.24,52.84895706,36.94828145
57.25,52.44201279,36.96926534
57.26,52.0375061,36.98997456
57.27,51.63549042,37.01040913
57.28,51.23602676,37.03057248
57.29,50.83917618,37.0504646
57.3,50.44501114,37.07008893
57.31,50.05358887,37.08944547
57.32,49.66498184,37.10853421
57.33,49.27925873,37.12736203
57.34,48.89647675,37.14592893
57.35,48.51669693,37.16423489
57.36,48.13996887,37.18228337
57.37,47.76634598,37.20007436
57.38,47.39587402,37.21761472
57.39,47.02860641,37.23490102
57.4,46.6645813,37.25193669
57.41,46.30384827,37.26872517
57.42,45.94646454,37.28526646
57.43,45.59246826,37.30156743
57.44,45.24188995,37.31762463
57.45,44.89476013,37.33344151
57.46,44.55111694,37.34902493
57.47,44.21097946,37.36437146
57.48,43.87437439,37.37948453
57.49,43.54133606,37.39436757
57.5,43.21189117,37.40902402
57.51,42.88606644,37.42345387
57.52,42.56388092,37.43765714
57.53,42.24536514,37.4516441
57.54,41.93053436,37.46541135
57.55,41.61941528,37.47895886
57.56,41.31201553,37.49229695
57.57,41.00833511,37.50542218
57.58,40.70830917,37.51833798
57.59,40.41182709,37.53105122
57.6,40.11875534,37.54356534
57.61,39.82895279,37.55588033
57.62,39.54232788,37.56800305
57.63,39.25884247,37.57993695
57.64,38.978508,37.59168546
57.65,38.70139313,37.60324857
57.66,38.42760849,37.61462628
57.67,38.15726089,37.6258289
57.68,37.89049149,37.63684613
57.69,37.62741852,37.6476917
57.7,37.3681221,37.65835873
57.71,37.1126976,37.66885068
57.72,36.86121368,37.67917096
57.73,36.61369705,37.68931958
57.74,36.37014389,37.69930341
57.75,36.13054657,37.709119
57.76,35.89489365,37.71876981
57.77,35.66316986,37.72826268
57.78,35.4353714,37.73759763
57.79,35.21149826,37.74677464
57.8,34.99153519,37.7558006
57.81,34.77549362,37.76467206
57.82,34.56336975,37.77339589
57.83,34.35516739,37.78197209
57.84,34.15081406,37.79040753
57.85,33.95034027,37.79869878
57.86,33.75374603,37.80684926
57.87,33.56105042,37.81486241
57.88,33.37224197,37.82274167
57.89,33.18732834,37.83049046
57.9,33.00629807,37.8381088
57.91,32.82915878,37.84559666
57.92,32.65589905,37.85296094
57.93,32.48652267,37.86020505
57.94,32.32101822,37.86732556
57.95,32.15938568,37.87432935
57.96,32.00160217,37.8812164
57.97,31.8476429,37.88799359
57.98,31.69747925,37.89465749
57.99,31.55108261,37.90121152
58,31.40840721,37.90766255
58.01,31.26941872,37.91401059
58.02,31.13407516,37.92025563
58.03,31.00233078,37.92640111
58.04,30.87413788,37.93245045
58.05,30.74945831,37.93840367
58.06,30.62829399,37.94426419
58.07,30.51070023,37.95003545
58.08,30.39676476,37.95571057
58.09,30.28658104,37.961293
58.1,30.18021774,37.96678616
58.11,30.07772255,37.97218663
58.12,29.97910881,37.97749783
58.13,29.8843689,37.98271977
58.14,29.79342842,37.98785245
58.15,29.70616341,37.99289929
58.16,29.6224041,37.99786374
58.17,29.54195976,38.00274922
58.18,29.46461868,38.00755917
58.19,29.39017487,38.01229703
58.2,29.31846428,38.01696278
58.21,29.24935722,38.02156331
58.22,29.18278122,38.02610204
58.23,29.11870766,38.0305824
58.24,29.05716515,38.03500439
58.25,28.99820518,38.03937146
58.26,28.94189644,38.04368703
58.27,28.88831329,38.04795453
58.28,28.83753014,38.05217053
58.29,28.78962517,38.05634534
58.3,28.74465561,38.06047551
58.31,28.70266914,38.06456448
58.32,28.66371536,38.06861569
58.33,28.62785912,38.07263257
58.34,28.59516335,38.07661855
58.35,28.56568146,38.08057362
58.36,28.5394783,38.08450467
58.37,28.51662064,38.08840825
58.38,28.49718094,38.09229123
58.39,28.48121452,38.09615361
58.4,28.46878052,38.10000226
58.41,28.45994759,38.10383717
58.42,28.45478821,38.10766179
58.43,28.45337677,38.11147954
58.44,28.45578384,38.11529042
58.45,28.46208763,38.11910474
58.46,28.47237968,38.12291905
58.47,28.48672104,38.1267368
58.48,28.50517654,38.13056142
58.49,28.52782249,38.13439977
58.5,28.55473518,38.13825528
58.51,28.57789803,38.14212453
58.52,28.58473396,38.14600407
58.53,28.59506607,38.14989049
58.54,28.60843277,38.15378377
58.55,28.62506294,38.15769078
58.56,28.64544106,38.16161153
58.57,28.66994095,38.16554601
58.58,28.69884109,38.16950452
58.59,28.73235512,38.17348363
58.6,28.77066803,38.1774902
58.61,28.81392288,38.18152768
58.62,28.86224556,38.18559605
58.63,28.91574097,38.18970563
58.64,28.9744854,38.1938564
58.65,29.03854752,38.1980518
58.66,29.10798073,38.20229871
58.67,29.18283272,38.20660054
58.68,29.26313782,38.21095731
58.69,29.34893036,38.2153793
58.7,29.44023132,38.21986653
58.71,29.53706741,38.22442242
58.72,29.63945007,38.22905385
58.73,29.7473793,38.23376424
58.74,29.8608532,38.23855702
58.75,29.97987175,38.24343907
58.76,30.10443497,38.24841039
58.77,30.23453522,38.25348126
58.78,30.37016869,38.25864827
58.79,30.51133347,38.26392171
58.8,30.65801811,38.26930501
58.81,30.81020927,38.27479817
58.82,30.96788979,38.2804115
58.83,31.13105011,38.28614499
58.84,31.29966354,38.29200208
58.85,31.47372437,38.29798962
58.86,31.65322685,38.30410764
58.87,31.8381691,38.31036641
58.88,32.02853012,38.31676595
58.89,32.22430038,38.32330968
58.9,32.42546082,38.33000447
58.91,32.63199997,38.33685376
58.92,32.84390259,38.34386098
58.93,33.06117249,38.35103299
58.94,33.28369904,38.3583801
58.95,33.51141357,38.36590573
58.96,33.74426651,38.37360989
58.97,33.9822998,38.38149602
58.98,34.22558594,38.38956754
58.99,34.47416306,38.39782788
59,34.72802734,38.40627705
59.01,34.98715591,38.41492192
59.02,35.25151062,38.42376935
59.03,35.52101135,38.43281934
59.04,35.79555511,38.44207875
59.05,36.07501984,38.45154759
59.06,36.359272,38.46123616
59.07,36.64819336,38.47114102
59.08,36.94168091,38.48126904
59.09,37.2396431,38.49162366
59.1,37.54201889,38.5022083
59.11,37.84877777,38.51302296
59.12,38.15991211,38.52407796
59.13,38.47540283,38.53537328
59.14,38.79522324,38.54691235
59.15,39.11936951,38.55869862
59.16,39.44785309,38.57073209
59.17,39.78071594,38.58302304
59.18,40.11801529,38.59556805
59.19,40.45983887,38.60836713
59.2,40.80636215,38.62142369
59.21,41.15766144,38.63474805
59.22,41.51380157,38.64834363
59.23,41.87490845,38.66221043
59.24,42.24123764,38.67635876
59.25,42.61310577,38.69078862
59.26,42.99090195,38.70550687
59.27,43.37509155,38.7205135
59.28,43.76621246,38.73581883
59.29,44.16482162,38.75142285
59.3,44.57139206,38.76733586
59.31,44.98636627,38.78355786
59.32,45.41015244,38.80010258
59.33,45.84311295,38.81697003
59.34,46.28557205,38.8341705
59.35,46.73782349,38.85171086
59.36,47.20010376,38.86959454
59.37,47.67263794,38.88783185
59.38,48.1555748,38.90642621
59.39,48.64899826,38.92538792
59.4,49.15295792,38.94472386
