#Name,Car.ay,Car.tx,Car.ty,Car.v,Steer.WhlAng,Time
#Dataset,C1,C1,C1,C1,C1,C1
#Unit,m/s^2,m,m,m/s,deg,s
,0.318215668,-5.589711189,-12.90718651,2.152697802,152.6372062,36.85
,0.318125129,-5.570600986,-12.89727879,2.15244174,152.6382171,36.86
,0.318048447,-5.551507473,-12.88734436,2.152185678,152.639228,36.87
,0.317966282,-5.532431602,-12.87738132,2.151929379,152.6401569,36.88
,0.31788072,-5.513372898,-12.86739159,2.151673317,152.6410311,36.89
,0.317769855,-5.494331837,-12.85737419,2.151416063,152.6419054,36.9
,0.317678273,-5.475307465,-12.84733009,2.151155949,152.6430119,36.91
,0.317566484,-5.456300735,-12.83725834,2.150892735,152.6441594,36.92
,0.317445487,-5.437311649,-12.82715893,2.150626183,152.6453478,36.93
,0.31733948,-5.418339729,-12.81703377,2.150356531,152.6466456,36.94
,0.317251325,-5.399385452,-12.80688,2.150084734,152.6479023,36.95
,0.317162007,-5.380448818,-12.79669952,2.149812698,152.6489405,36.96
,0.317086846,-5.361529827,-12.78649235,2.149542093,152.6497874,36.97
,0.317000538,-5.342628479,-12.77625847,2.149272442,152.6504568,36.98
,0.316931963,-5.323744774,-12.76599693,2.149003506,152.6510852,36.99
,0.316840261,-5.304878712,-12.75570965,2.148734331,152.6515906,37
,0.31674695,-5.286030293,-12.74539471,2.148464918,152.6520141,37.01
,0.316656321,-5.267199993,-12.73505211,2.148195028,152.6523693,37.02
,0.316562176,-5.248387337,-12.72468376,2.147924662,152.6526834,37.03
,0.316464126,-5.2295928,-12.71428776,2.147653103,152.652943,37.04
,0.316366047,-5.210815907,-12.703866,2.147381067,152.6531889,37.05
,0.316274017,-5.192057133,-12.6934166,2.14710784,152.6533801,37.06
,0.316172302,-5.173316479,-12.68294144,2.146834135,152.6535031,37.07
,0.3160806,-5.154593945,-12.67243862,2.146559477,152.653626,37.08
,0.315983921,-5.13588953,-12.66191006,2.146284103,152.6536806,37.09
,0.315879583,-5.117202759,-12.65135479,2.146008015,152.653667,37.1
,0.315751791,-5.098534584,-12.64077282,2.14572978,152.6537216,37.11
,0.315640837,-5.079884529,-12.63016415,2.145447254,152.6540358,37.12
,0.315505892,-5.061253071,-12.61952972,2.145160437,152.654391,37.13
,0.315362334,-5.042639732,-12.6088686,2.144868851,152.6548281,37.14
,0.315230846,-5.024044991,-12.59818077,2.144572735,152.6553745,37.15
,0.315103352,-5.005468845,-12.58746719,2.144272089,152.6559483,37.16
,0.314999729,-4.98691082,-12.57672787,2.143968821,152.6564674,37.17
,0.314897597,-4.968371868,-12.56596184,2.143664598,152.6567542,37.18
,0.314810842,-4.949851513,-12.55516911,2.14336133,152.6567816,37.19
,0.314739198,-4.931350231,-12.54435158,2.143060207,152.6565493,37.2
,0.314642996,-4.912867546,-12.53350735,2.142760992,152.6560302,37.21
,0.314558715,-4.894403458,-12.52263737,2.142462254,152.6554838,37.22
,0.314475924,-4.875957966,-12.51174068,2.142163754,152.6548008,37.23
,0.314348817,-4.857531548,-12.50081825,2.141865015,152.6538719,37.24
,0.314265221,-4.839123726,-12.48987103,2.141566277,152.6529976,37.25
,0.314155161,-4.820735455,-12.47889709,2.141266823,152.6519458,37.26
,0.314039737,-4.802365303,-12.46789646,2.140966654,152.6508803,37.27
,0.313946456,-4.784014702,-12.45687103,2.14066577,152.6498011,37.28
,0.313825041,-4.765682697,-12.44581985,2.14036417,152.6485853,37.29
,0.313720316,-4.747370243,-12.43474293,2.140061617,152.6474105,37.3
,0.313610703,-4.729076385,-12.42364025,2.139758587,152.6461811,37.31
,0.313494653,-4.710802078,-12.41251183,2.139454126,152.6449243,37.32
,0.313392282,-4.692546844,-12.4013586,2.139149189,152.6436539,37.33
,0.313281894,-4.674310684,-12.39017868,2.138843298,152.6423016,37.34
,0.313170284,-4.656093597,-12.37897396,2.13853693,152.6409219,37.35
,0.313026816,-4.637896061,-12.36774349,2.138228178,152.6396241,37.36
,0.312901318,-4.619717598,-12.35648823,2.137915373,152.6385996,37.37
,0.312749982,-4.601559162,-12.34520721,2.137597799,152.637616,37.38
,0.312593848,-4.5834198,-12.33390045,2.137275457,152.6367418,37.39
,0.312451333,-4.565299988,-12.32256889,2.136948586,152.6360041,37.4
,0.312307596,-4.547199726,-12.31121254,2.136617422,152.6353074,37.41
,0.312185824,-4.529119492,-12.29983044,2.136283159,152.6345561,37.42
,0.312070757,-4.511058807,-12.28842354,2.135948181,152.6335589,37.43
,0.3119618,-4.49301815,-12.27699184,2.135614157,152.6323022,37.44
,0.311837077,-4.474997044,-12.2655344,2.135279179,152.6310181,37.45
,0.311764628,-4.456995964,-12.25405312,2.134943247,152.6297886,37.46
,0.311606914,-4.439014435,-12.24254608,2.134606838,152.6281767,37.47
,0.311497003,-4.421052933,-12.23101521,2.134268522,152.6266468,37.48
,0.311389208,-4.403111935,-12.21945858,2.133929491,152.6249939,37.49
,0.311252892,-4.385190487,-12.20787716,2.133589268,152.623136,37.5
,0.311139375,-4.367289066,-12.1962719,2.133247852,152.6212919,37.51
,0.311016023,-4.349407673,-12.18464088,2.132905722,152.6192838,37.52
,0.310884804,-4.331546783,-12.17298603,2.132562399,152.6171665,37.53
,0.310728341,-4.313705444,-12.16130638,2.132216454,152.6151174,37.54
,0.310588628,-4.295885086,-12.14960289,2.13186574,152.6132869,37.55
,0.310422719,-4.278084278,-12.13787365,2.131509781,152.6114974,37.56
,0.310249358,-4.260304451,-12.12612152,2.131148577,152.6097489,37.57
,0.310101211,-4.242545128,-12.11434364,2.130782604,152.6081096,37.58
,0.309975147,-4.224805832,-12.10254288,2.130413771,152.6063338,37.59
,0.309844583,-4.207087517,-12.09071636,2.130045176,152.6042301,37.6
,0.30970937,-4.189389229,-12.07886696,2.129677296,152.6018942,37.61
,0.309573799,-4.171711922,-12.06699276,2.129307508,152.5996812,37.62
,0.309480786,-4.154055595,-12.05509472,2.128935575,152.5974955,37.63
,0.30930382,-4.136419773,-12.04317284,2.128563404,152.5948181,37.64
,0.309155285,-4.118804455,-12.03122711,2.128189325,152.5922636,37.65
,0.309067547,-4.101210117,-12.01925755,2.127813578,152.5897637,37.66
,0.308879226,-4.083636284,-12.00726318,2.127436876,152.5868677,37.67
,0.308764964,-4.066083431,-11.99524593,2.127058506,152.584122,37.68
,0.308620006,-4.048551559,-11.98320484,2.126679182,152.5811987,37.69
,0.30847773,-4.031040668,-11.97113991,2.126298428,152.5781797,37.7
,0.308344305,-4.013550758,-11.95905113,2.125917196,152.5750788,37.71
,0.308190674,-3.996081829,-11.94693851,2.125534773,152.571855,37.72
,0.308020055,-3.978633881,-11.93480206,2.125149488,152.5687131,37.73
,0.307862848,-3.961207151,-11.92264271,2.124759674,152.5658034,37.74
,0.307679832,-3.943801403,-11.91046047,2.124364376,152.5629348,37.75
,0.307491124,-3.926417112,-11.89825344,2.123964071,152.5601344,37.76
,0.307321429,-3.909054041,-11.88602448,2.123558521,152.5574296,37.77
,0.307180971,-3.891712189,-11.87377167,2.123149872,152.5546702,37.78
,0.307015151,-3.874392033,-11.86149502,2.122740507,152.5515966,37.79
,0.306842715,-3.857093096,-11.84919643,2.122328758,152.548564,37.8
,0.306726843,-3.839815855,-11.83687401,2.121914148,152.545709,37.81
,0.306561083,-3.822560072,-11.82452869,2.121498108,152.5424578,37.82
,0.306383252,-3.805325747,-11.81216049,2.121080399,152.5390837,37.83
,0.306262285,-3.788113117,-11.7997694,2.120661259,152.5357779,37.84
,0.306103349,-3.770922422,-11.78735542,2.120240927,152.5321852,37.85
,0.305937111,-3.753753185,-11.77491856,2.119819641,152.528456,37.86
,0.30575341,-3.736605644,-11.76245975,2.119394779,152.5248223,37.87
,0.305583179,-3.719479799,-11.74997711,2.118964672,152.5213935,37.88
,0.305381447,-3.702376127,-11.73747253,2.118528605,152.5179784,37.89
,0.305176795,-3.685294151,-11.72494507,2.118086576,152.514618,37.9
,0.305001319,-3.668234348,-11.71239567,2.117639303,152.5113395,37.91
,0.304850251,-3.65119648,-11.69982338,2.117189407,152.5078834,37.92
,0.304695189,-3.634180784,-11.68722916,2.116739988,152.5040312,37.93
,0.304567039,-3.617187262,-11.67461205,2.116292715,152.4998511,37.94
,0.304375798,-3.600215912,-11.661973,2.115845203,152.4955481,37.95
,0.304279685,-3.583266497,-11.64931107,2.115395784,152.4915593,37.96
,0.304117411,-3.566339493,-11.63662815,2.114945889,152.4870923,37.97
,0.303893,-3.549434662,-11.62392235,2.114495516,152.4823522,37.98
,0.303799212,-3.532552004,-11.61119461,2.114043951,152.4779262,37.99
,0.303609371,-3.515691757,-11.59844494,2.113591433,152.4731451,38
,0.303447396,-3.498853683,-11.58567333,2.113137484,152.468364,38.01
,0.303279936,-3.482038021,-11.57287979,2.112682343,152.4635418,38.02
,0.303112119,-3.46524477,-11.56006527,2.112225771,152.4586241,38.03
,0.302948296,-3.44847393,-11.54722786,2.111768484,152.4536107,38.04
,0.302783966,-3.431725502,-11.53436852,2.111310482,152.4484744,38.05
,0.302616179,-3.414999485,-11.52148819,2.110851765,152.4432698,38.06
,0.302413762,-3.398295879,-11.50858593,2.110390902,152.4381062,38.07
,0.302233428,-3.381615162,-11.49566174,2.10992527,152.4331748,38.08
,0.302028865,-3.364956856,-11.48271656,2.109454632,152.4282844,38.09
,0.301817477,-3.348321199,-11.46974945,2.108979225,152.4234486,38.1
,0.301647931,-3.331708431,-11.45676136,2.108499765,152.4186948,38.11
,0.301487923,-3.315118313,-11.44375229,2.10801959,152.4136678,38.12
,0.301269025,-3.298550844,-11.43072128,2.107539415,152.4083539,38.13
,0.301131725,-3.282006502,-11.41767025,2.107056379,152.4034498,38.14
,0.300992191,-3.26548481,-11.40459633,2.106571913,152.3983682,38.15
,0.300752103,-3.248986244,-11.39150238,2.106086969,152.3928357,38.16
,0.300612569,-3.232510328,-11.37838745,2.105600119,152.3875901,38.17
,0.300459296,-3.216057539,-11.36525154,2.105112314,152.3821533,38.18
,0.300257713,-3.199627638,-11.35209465,2.104623795,152.3764433,38.19
,0.300102443,-3.183220863,-11.33891678,2.104134321,152.3707605,38.2
,0.299923241,-3.166836977,-11.32571793,2.103644371,152.3648729,38.21
,0.299711824,-3.150476217,-11.31249809,2.103151798,152.3589716,38.22
,0.299568445,-3.134138584,-11.29925823,2.102655888,152.3532753,38.23
,0.299327135,-3.117824316,-11.28599739,2.102157354,152.3472784,38.24
,0.299133271,-3.101532936,-11.27271557,2.10165453,152.3415683,38.25
,0.298939973,-3.085264921,-11.25941372,2.101146698,152.3359539,38.26
,0.298711568,-3.069020271,-11.24609184,2.100634098,152.3302439,38.27
,0.298515052,-3.052798986,-11.23274899,2.100117445,152.3246021,38.28
,0.298322648,-3.036601067,-11.2193861,2.099597692,152.3188511,38.29
,0.298148185,-3.020426512,-11.20600319,2.099076509,152.3128952,38.3
,0.297954887,-3.00427556,-11.1925993,2.098555565,152.3066251,38.31
,0.297784746,-2.988147974,-11.17917633,2.098033667,152.300355,38.32
,0.297624886,-2.972043991,-11.16573238,2.097511053,152.2939482,38.33
,0.297423244,-2.955963612,-11.15226936,2.096987963,152.2872273,38.34
,0.297238529,-2.939906597,-11.13878632,2.096464634,152.2804108,38.35
,0.297022671,-2.923873425,-11.12528229,2.095938444,152.2736079,38.36
,0.296827316,-2.907863855,-11.11175919,2.095407486,152.2670509,38.37
,0.296591848,-2.89187789,-11.09821701,2.094871044,152.2604666,38.38
,0.296356648,-2.875915527,-11.08465385,2.094329596,152.2539233,38.39
,0.296171725,-2.859977245,-11.07107162,2.093783855,152.2474346,38.4
,0.295968086,-2.844062567,-11.05747032,2.093236923,152.2406454,38.41
,0.295744956,-2.828171968,-11.04384899,2.092687607,152.2338835,38.42
,0.295591116,-2.812305212,-11.03020859,2.092135429,152.2274085,38.43
,0.295375198,-2.796462297,-11.01654911,2.091581106,152.220551,38.44
,0.295156807,-2.780643463,-11.00286961,2.091025829,152.2135159,38.45
,0.294987381,-2.764848709,-10.98917103,2.090469599,152.2064945,38.46
,0.29478097,-2.749077797,-10.97545433,2.089912415,152.1992272,38.47
,0.294540882,-2.733330965,-10.96171761,2.089352131,152.1919872,38.48
,0.294335246,-2.717608213,-10.94796181,2.088786125,152.1850477,38.49
,0.294084817,-2.701909781,-10.93418694,2.088214636,152.1780263,38.5
,0.293835402,-2.686235428,-10.92039394,2.087637186,152.1710731,38.51
,0.293637276,-2.670585394,-10.90658188,2.087055206,152.1641746,38.52
,0.29343164,-2.654959679,-10.89275074,2.086472034,152.1569483,38.53
,0.293186575,-2.639358044,-10.87890148,2.085886717,152.1496263,38.54
,0.293033779,-2.623780966,-10.86503315,2.0852983,152.1426732,38.55
,0.292811871,-2.608228445,-10.8511467,2.084707975,152.1353376,38.56
,0.29257682,-2.592700243,-10.83724213,2.084116459,152.1277697,38.57
,0.292397201,-2.57719636,-10.82331848,2.083523989,152.1202292,38.58
,0.292184293,-2.561717033,-10.80937672,2.082930803,152.1124291,38.59
,0.291928828,-2.546262264,-10.79541683,2.082334042,152.104629,38.6
,0.291713625,-2.530831814,-10.78143883,2.081731558,152.0971432,38.61
,0.291451216,-2.515426159,-10.76744175,2.081123352,152.0895616,38.62
,0.291187853,-2.5000453,-10.75342751,2.080509424,152.0820211,38.63
,0.290972233,-2.484688759,-10.73939514,2.079890251,152.0745626,38.64
,0.290756077,-2.469357252,-10.72534561,2.079269409,152.0667898,38.65
,0.290499449,-2.454050541,-10.71127796,2.078646421,152.0588804,38.66
,0.290332288,-2.438768387,-10.69719219,2.078020811,152.0512853,38.67
,0.290096194,-2.423511267,-10.6830883,2.077393055,152.0433213,38.68
,0.289861113,-2.408278942,-10.6689682,2.076764345,152.0351524,38.69
,0.289651394,-2.393071413,-10.65482903,2.076134682,152.0269288,38.7
,0.289388359,-2.377888918,-10.64067364,2.075501204,152.0186779,38.71
,0.289152116,-2.362731218,-10.62650013,2.074862003,152.010673,38.72
,0.288880587,-2.347598553,-10.61230946,2.074216604,152.0026407,38.73
,0.288603067,-2.332491159,-10.59810162,2.073565245,151.9946084,38.74
,0.288358301,-2.317408562,-10.58387661,2.072908163,151.9866717,38.75
,0.288125634,-2.302351236,-10.56963539,2.072247267,151.9785984,38.76
,0.287875712,-2.287319183,-10.55537605,2.07158494,151.9702109,38.77
,0.287657499,-2.272312164,-10.5411005,2.070920706,151.9618644,38.78
,0.287446916,-2.257330656,-10.52680779,2.070254803,151.9534087,38.79
,0.287185073,-2.242374182,-10.51249886,2.069587708,151.944625,38.8
,0.286918789,-2.22744298,-10.49817276,2.068916559,151.9360053,38.81
,0.286678106,-2.21253705,-10.4838295,2.06823945,151.9276452,38.82
,0.286382765,-2.197656631,-10.46947002,2.067555666,151.9191757,38.83
,0.286098182,-2.182801485,-10.45509434,2.066865444,151.9108019,38.84
,0.285850108,-2.167972088,-10.44070244,2.066169739,151.9024964,38.85
,0.285625547,-2.153167963,-10.42629433,2.065471411,151.8939177,38.86
,0.285408258,-2.138389349,-10.41187,2.06477499,151.8848472,38.87
,0.285141259,-2.123636484,-10.39742947,2.064079762,151.8755718,38.88
,0.284990549,-2.108908892,-10.38297272,2.06338191,151.8669111,38.89
,0.284761906,-2.094207048,-10.36849976,2.062682867,151.8578133,38.9
,0.284460396,-2.079530716,-10.35401154,2.061984301,151.8482647,38.91
,0.284263343,-2.064879894,-10.3395071,2.061284781,151.8389757,38.92
,0.284058988,-2.050254822,-10.32498646,2.060584784,151.8294954,38.93
,0.283800095,-2.03565526,-10.3104496,2.059885025,151.8196872,38.94
,0.283569038,-2.021081209,-10.29589748,2.059185028,151.8098517,38.95
,0.283299953,-2.006532907,-10.28133011,2.058482885,151.8000436,38.96
,0.283045948,-1.992010117,-10.26674652,2.057776213,151.7904403,38.97
,0.282769054,-1.977513075,-10.25214767,2.057064295,151.7808917,38.98
,0.282482415,-1.963041663,-10.23753357,2.056347847,151.7713431,38.99
,0.282261103,-1.94859612,-10.22290325,2.055628061,151.7618492,39
,0.28202498,-1.934176326,-10.20825863,2.054908752,151.7519864,39.01
,0.281747133,-1.9197824,-10.19359779,2.054188728,151.7420689,39.02
,0.281591505,-1.905414104,-10.17892265,2.053467035,151.7326296,39.03
,0.281322926,-1.891071796,-10.16423225,2.052745342,151.7226575,39.04
,0.281059623,-1.876755118,-10.1495266,2.052023172,151.7126035,39.05
,0.280870199,-1.862464428,-10.13480568,2.051300764,151.7026861,39.06
,0.28061077,-1.848199368,-10.1200695,2.050578594,151.6924271,39.07
,0.280323803,-1.833960295,-10.10531902,2.049854279,151.6822228,39.08
,0.280080944,-1.819746971,-10.09055328,2.049125195,151.672319,39.09
,0.279793382,-1.805559635,-10.07577324,2.048391581,151.6623743,39.1
,0.279503226,-1.791398168,-10.06097889,2.04765296,151.6524705,39.11
,0.279255807,-1.777262807,-10.04616928,2.046910524,151.6426897,39.12
,0.279030442,-1.763153315,-10.03134537,2.046167135,151.6326356,39.13
,0.278813958,-1.74906981,-10.01650715,2.045426846,151.6220762,39.14
,0.278600782,-1.735012293,-10.00165367,2.044692278,151.6110932,39.15
,0.278392851,-1.720980644,-9.986786842,2.043959618,151.6001376,39.16
,0.278238952,-1.706974983,-9.971904755,2.043228388,151.5893186,39.17
,0.277978987,-1.69299531,-9.957009315,2.042499542,151.5779258,39.18
,0.277766913,-1.679041386,-9.942098618,2.041774273,151.5663691,39.19
,0.277592093,-1.665113449,-9.927174568,2.041053057,151.5546485,39.2
,0.27739197,-1.651211262,-9.91223526,2.040336847,151.5425454,39.21
,0.27720961,-1.637334943,-9.8972826,2.03962636,151.5301965,39.22
,0.277033031,-1.623484373,-9.882314682,2.038921833,151.5175743,39.23
,0.276850283,-1.609659553,-9.867333412,2.038224459,151.5045969,39.24
,0.276687592,-1.595860362,-9.852337837,2.037534237,151.4913873,39.25
,0.276524901,-1.582086802,-9.837327957,2.036852121,151.4779045,39.26
,0.276360899,-1.568338871,-9.822302818,2.036178112,151.4641075,39.27
,0.276206762,-1.554616451,-9.807264328,2.035512686,151.4501193,39.28
,0.276020944,-1.540919423,-9.792211533,2.034855366,151.4359398,39.29
,0.275698215,-1.527247906,-9.777145386,2.034193516,151.4231401,39.3
,0.27556783,-1.513602018,-9.76206398,2.033518553,151.4121981,39.31
,0.275200337,-1.499981642,-9.746968269,2.032836437,151.4007234,39.32
,0.274935633,-1.486386895,-9.731859207,2.032153845,151.3893853,39.33
,0.274803132,-1.472817779,-9.716736794,2.031473637,151.3783887,39.34
,0.274644524,-1.459274292,-9.701600075,2.030796766,151.3672555,39.35
,0.274478436,-1.445756316,-9.686449051,2.030124187,151.3559856,39.36
,0.274323106,-1.43226397,-9.671285629,2.029457331,151.3444973,39.37
,0.274178565,-1.418797135,-9.656106949,2.028796673,151.3327357,39.38
,0.274045646,-1.405355811,-9.640914917,2.028142929,151.3206599,39.39
,0.27391839,-1.391939878,-9.625709534,2.027497053,151.3082426,39.4
,0.273794085,-1.378549337,-9.610489845,2.026859045,151.2954838,39.41
,0.273565024,-1.365184188,-9.595256805,2.026227236,151.2824382,39.42
,0.273349613,-1.351844311,-9.58000946,2.025591135,151.2700755,39.43
,0.273217619,-1.338529944,-9.564748764,2.024950981,151.2582183,39.44
,0.272966355,-1.32524085,-9.549473763,2.024311066,151.2457327,39.45
,0.272768647,-1.311977148,-9.53418541,2.023675442,151.2330559,39.46
,0.272660911,-1.298738837,-9.518883705,2.023044586,151.2204064,39.47
,0.272526801,-1.285525799,-9.503568649,2.022419691,151.2074564,39.48
,0.272378415,-1.272338033,-9.488240242,2.021801472,151.1941921,39.49
,0.272249013,-1.259175539,-9.47289753,2.021190643,151.1806683,39.5
,0.272118092,-1.246038318,-9.457541466,2.020587683,151.166844,39.51
,0.271886826,-1.23292613,-9.44217205,2.019988298,151.1529241,39.52
,0.271749616,-1.219839096,-9.42678833,2.019388676,151.1394413,39.53
,0.271581024,-1.206777334,-9.411392212,2.018790245,151.1257946,39.54
,0.271389037,-1.193740606,-9.395981789,2.018196583,151.1117927,39.55
,0.271250278,-1.180729032,-9.380558014,2.017608643,151.0977362,39.56
,0.271135002,-1.167742491,-9.365120888,2.01702714,151.0835567,39.57
,0.271002948,-1.154780984,-9.34967041,2.016452789,151.069145,39.58
,0.270832688,-1.141844511,-9.334206581,2.015884876,151.0545831,39.59
,0.270682842,-1.128932953,-9.318728447,2.015320063,151.0401987,39.6
,0.270549029,-1.116046429,-9.303237915,2.014759064,151.0258143,39.61
,0.270390093,-1.1031847,-9.287733078,2.01420331,151.011143,39.62
,0.270257592,-1.090347886,-9.27221489,2.013654232,150.9964035,39.63
,0.270144999,-1.077535987,-9.256684303,2.01311183,150.9815956,39.64
,0.269993037,-1.064748764,-9.241139412,2.01257515,150.9667058,39.65
,0.269871414,-1.051986456,-9.225581169,2.012043238,150.951939,39.66
,0.269736916,-1.039248824,-9.210009575,2.011516571,150.9370492,39.67
,0.269606769,-1.026535869,-9.194423676,2.010996103,150.9220364,39.68
,0.269496113,-1.013847709,-9.178825378,2.010482311,150.9069963,39.69
,0.269376278,-1.001184106,-9.16321373,2.00997448,150.8919426,39.7
,0.269266278,-0.98854512,-9.147587776,2.009472609,150.8769025,39.71
,0.26915133,-0.975930691,-9.131949425,2.008976698,150.8618078,39.72
,0.269044429,-0.963340879,-9.116296768,2.008487225,150.8466721,39.73
,0.268942654,-0.950775504,-9.10063076,2.008004189,150.8315091,39.74
,0.268875033,-0.938234627,-9.084952354,2.00752902,150.8162368,39.75
,0.26878503,-0.925718188,-9.069259644,2.007063866,150.800582,39.76
,0.268723279,-0.913226068,-9.053552628,2.006609201,150.7847359,39.77
,0.268683255,-0.900758266,-9.037833214,2.006165266,150.7687396,39.78
,0.268617034,-0.888314724,-9.022099495,2.005732298,150.7524155,39.79
,0.268564671,-0.875895321,-9.006352425,2.005310297,150.7359274,39.8
,0.26851657,-0.863500059,-8.990592003,2.004899025,150.7192481,39.81
,0.268464625,-0.851128817,-8.974817276,2.004498482,150.7024321,39.82
,0.268423915,-0.838781595,-8.959029198,2.004107952,150.6855752,39.83
,0.268378347,-0.826458275,-8.943226814,2.003727913,150.6686227,39.84
,0.268321276,-0.814158857,-8.927411079,2.003357649,150.6516292,39.85
,0.268286079,-0.80188328,-8.911581039,2.002996206,150.6348133,39.86
,0.268232048,-0.789631486,-8.895737648,2.002643347,150.618011,39.87
,0.26817447,-0.777403414,-8.879879951,2.002298832,150.6012634,39.88
,0.26813826,-0.765199065,-8.86400795,2.001962185,150.584666,39.89
,0.268092781,-0.753018379,-8.848122597,2.001634121,150.5680823,39.9
,0.26805681,-0.740861356,-8.832222939,2.001314402,150.5515396,39.91
,0.268065751,-0.728727877,-8.816308975,2.001004934,150.5349969,39.92
,0.268055677,-0.716617882,-8.80038166,2.000707865,150.5181946,39.93
,0.268100351,-0.704531372,-8.784439087,2.00042367,150.5015563,39.94
,0.268188387,-0.692468166,-8.768483162,2.000152111,150.4853004,39.95
,0.268147945,-0.680428386,-8.752512932,1.999893546,150.4685665,39.96
,0.268173039,-0.668411791,-8.736528397,1.999647617,150.4519691,39.97
,0.268220037,-0.656418383,-8.720528603,1.999413252,150.435481,39.98
,0.268216968,-0.644448161,-8.704515457,1.999189854,150.4188563,39.99
,0.268231362,-0.632500947,-8.688487053,1.998976707,150.4023273,40
,0.268246681,-0.620576799,-8.672444344,1.998773217,150.3858665,40.01
,0.268251687,-0.608675659,-8.656387329,1.998579025,150.3694331,40.02
,0.268260688,-0.596797466,-8.640315056,1.998393655,150.3531226,40.03
,0.268268615,-0.584942162,-8.624228477,1.998216391,150.3369214,40.04
,0.268272817,-0.573109806,-8.60812664,1.998046875,150.3208295,40.05
,0.268284619,-0.561300218,-8.592011452,1.99788487,150.3048605,40.06
,0.268300086,-0.549513519,-8.575880051,1.997730851,150.2889325,40.07
,0.268309981,-0.537749589,-8.559734344,1.997584939,150.2730318,40.08
,0.26833263,-0.526008368,-8.543574333,1.997446775,150.2572541,40.09
,0.268349379,-0.514289916,-8.527399063,1.997316003,150.241531,40.1
,0.268363088,-0.502594173,-8.511209488,1.997192264,150.2258762,40.11
,0.268376738,-0.49092108,-8.4950037,1.997075319,150.210317,40.12
,0.26840055,-0.479270637,-8.478784561,1.996964812,150.1948398,40.13
,0.26841253,-0.467642844,-8.46254921,1.996860981,150.1793762,40.14
,0.268431783,-0.456037641,-8.446299553,1.996763587,150.1640083,40.15
,0.268454284,-0.444455057,-8.430035591,1.996672392,150.1487087,40.16
,0.268471807,-0.432895005,-8.413755417,1.996587038,150.1334637,40.17
,0.268491596,-0.421357513,-8.397460938,1.996507525,150.1183007,40.18
,0.268523365,-0.409842581,-8.381151199,1.996433973,150.1031787,40.19
,0.268581599,-0.398350149,-8.364827156,1.996368527,150.0879473,40.2
,0.268620282,-0.386880189,-8.3484869,1.996313214,150.0723608,40.21
,0.2686961,-0.3754327,-8.332132339,1.996268511,150.0566924,40.22
,0.268779218,-0.364007562,-8.31576252,1.996234655,150.0408873,40.23
,0.268835723,-0.352604777,-8.299377441,1.99621141,150.0248091,40.24
,0.268899262,-0.341224313,-8.282976151,1.996198416,150.0086625,40.25
,0.26896435,-0.329866082,-8.266560555,1.99619472,149.9925159,40.26
,0.269016743,-0.318530113,-8.2501297,1.996199369,149.9763694,40.27
,0.269063741,-0.307216346,-8.233682632,1.996211767,149.9602911,40.28
,0.269105077,-0.295924753,-8.21722126,1.99623096,149.9443631,40.29
,0.269153476,-0.284655333,-8.200743675,1.996255994,149.9286673,40.3
,0.269206911,-0.273408085,-8.184250832,1.996287346,149.9131218,40.31
,0.26924476,-0.262182951,-8.167741776,1.996325016,149.8976992,40.32
,0.269310921,-0.25097996,-8.151217461,1.996368885,149.8826045,40.33
,0.269353807,-0.239799082,-8.134677887,1.996418595,149.8676327,40.34
,0.269402146,-0.228640288,-8.118123055,1.996473789,149.8528522,40.35
,0.26947391,-0.217503592,-8.101552963,1.996534586,149.8383039,40.36
,0.269568443,-0.206388965,-8.08496666,1.996603489,149.8237146,40.37
,0.26964733,-0.195296392,-8.068364143,1.996682405,149.8089614,40.38
,0.269778103,-0.184225813,-8.051746368,1.996771812,149.7943448,40.39
,0.269889712,-0.173177198,-8.035113335,1.99687171,149.7796326,40.4
,0.2699835,-0.162150532,-8.018464088,1.996982098,149.7648111,40.41
,0.270095378,-0.151145741,-8.001799583,1.997102141,149.7500852,40.42
,0.270191342,-0.140162841,-7.985118389,1.99723053,149.7354139,40.43
,0.270280629,-0.1292018,-7.968421459,1.997366428,149.7208247,40.44
,0.270372212,-0.118262574,-7.951708317,1.997509241,149.706413,40.45
,0.27044943,-0.107345179,-7.934979439,1.997658134,149.6921788,40.46
,0.270543724,-0.096449606,-7.918234825,1.997812271,149.6782316,40.47
,0.270627409,-0.085575841,-7.901473522,1.997971892,149.6644346,40.48
,0.270705372,-0.074723892,-7.884696484,1.998136878,149.6508016,40.49
,0.270817459,-0.063893735,-7.867903709,1.998307109,149.6374554,40.5
,0.270949602,-0.053085379,-7.851094246,1.998485208,149.6240682,40.51
,0.271060526,-0.04229879,-7.834269047,1.998673439,149.6104761,40.52
,0.271222174,-0.031533938,-7.817427158,1.998872042,149.5969933,40.53
,0.27136606,-0.020790793,-7.800569534,1.999081135,149.5833876,40.54
,0.271498114,-0.010069324,-7.783695221,1.999300361,149.5696862,40.55
,0.271632373,0.000630496,-7.766804695,1.999528766,149.5560668,40.56
,0.271760255,0.011308684,-7.74989748,1.999764919,149.5425294,40.57
,0.271877527,0.021965254,-7.732974052,2.000007868,149.5291149,40.58
,0.271995515,0.032600209,-7.716033936,2.000257254,149.515878,40.59
,0.272121847,0.043213561,-7.699077606,2.0005126,149.502805,40.6
,0.272293747,0.053805314,-7.682104111,2.000776529,149.489773,40.61
