#Name,Car.ay,Car.tx,Car.ty,Car.v,Steer.WhlAng,Time
#Dataset,C1,C1,C1,C1,C1,C1
#Unit,m/s^2,m,m,m/s,deg,s
,0.430339724,-22.95136642,-9.778844833,2.549563885,160.6046904,28.52
,0.429927588,-22.93413162,-9.797625542,2.548368692,160.6081329,28.53
,0.429463774,-22.91687393,-9.816366196,2.547170401,160.6116436,28.54
,0.429036766,-22.89958954,-9.835068703,2.545966864,160.6155368,28.55
,0.428580165,-22.88228226,-9.853732109,2.544757843,160.6193753,28.56
,0.428121984,-22.86495018,-9.872356415,2.543543816,160.6232003,28.57
,0.427711278,-22.84759521,-9.89094162,2.542327404,160.6269022,28.58
,0.427299529,-22.83021545,-9.909487724,2.541112423,160.6301124,28.59
,0.426860154,-22.8128109,-9.927994728,2.539898396,160.633063,28.6
,0.426491976,-22.79538345,-9.946463585,2.538685083,160.6360956,28.61
,0.42607832,-22.77793312,-9.964892387,2.53747344,160.6387458,28.62
,0.425594926,-22.76045799,-9.983282089,2.53625989,160.6413686,28.63
,0.425180346,-22.74295998,-10.00163269,2.535042524,160.6444421,28.64
,0.424731672,-22.72543716,-10.01994419,2.533820868,160.6474474,28.65
,0.424269944,-22.70789337,-10.03821659,2.532595396,160.6503981,28.66
,0.423849195,-22.69032478,-10.05644989,2.531368256,160.6533214,28.67
,0.423403561,-22.67273331,-10.07464409,2.530140638,160.6559852,28.68
,0.422920972,-22.65512085,-10.09279823,2.52891016,160.6587582,28.69
,0.422493964,-22.6374836,-10.11091423,2.527674675,160.6620094,28.7
,0.422028959,-22.61982536,-10.12899017,2.526433706,160.6652059,28.71
,0.421559304,-22.60214233,-10.14702606,2.525188446,160.6683751,28.72
,0.421126247,-22.58443832,-10.1650238,2.523940563,160.6715034,28.73
,0.420709044,-22.56671143,-10.18298149,2.522692919,160.6743037,28.74
,0.420272559,-22.54896355,-10.20089912,2.521446466,160.6768172,28.75
,0.41986391,-22.53119278,-10.21877766,2.520201445,160.6792898,28.76
,0.419387877,-22.51340103,-10.23661709,2.518954754,160.6817486,28.77
,0.418954134,-22.4955864,-10.25441647,2.517703772,160.6846037,28.78
,0.418491334,-22.47775078,-10.27217674,2.516448259,160.6874177,28.79
,0.41803661,-22.45989227,-10.28989792,2.515189171,160.6901907,28.8
,0.417659462,-22.44201279,-10.30757809,2.513931274,160.6926633,28.81
,0.417162418,-22.42411232,-10.32522011,2.512676716,160.6944664,28.82
,0.416795105,-22.40618896,-10.34282207,2.511423111,160.6966111,28.83
,0.416400492,-22.38824654,-10.36038399,2.510172129,160.6984963,28.84
,0.415969938,-22.37028122,-10.3779068,2.508923531,160.7000262,28.85
,0.415551186,-22.35229683,-10.39538956,2.507677317,160.7015289,28.86
,0.415086269,-22.33428955,-10.41283321,2.506430387,160.7030998,28.87
,0.414659917,-22.3162632,-10.43023777,2.505180836,160.7050532,28.88
,0.414206892,-22.29821396,-10.44760227,2.503928185,160.7070203,28.89
,0.413736045,-22.28014565,-10.46492672,2.502672911,160.7089055,28.9
,0.413288832,-22.26205635,-10.48221207,2.501416922,160.7106267,28.91
,0.412872672,-22.24394608,-10.49945736,2.500162125,160.7120474,28.92
,0.412463337,-22.22581482,-10.51666355,2.498912096,160.7129626,28.93
,0.412006676,-22.20766449,-10.53383064,2.497664928,160.7136456,28.94
,0.41162011,-22.18949318,-10.55095673,2.496418476,160.7146565,28.95
,0.411192864,-22.1713028,-10.56804466,2.495172501,160.7154488,28.96
,0.410716653,-22.15309143,-10.58509254,2.493926287,160.7161591,28.97
,0.410284966,-22.13486099,-10.60210037,2.492678165,160.717211,28.98
,0.409849852,-22.11661148,-10.6190691,2.491427898,160.7183584,28.99
,0.409404248,-22.09834099,-10.63599777,2.490175962,160.7194786,29
,0.40900138,-22.08004951,-10.65288734,2.488924742,160.7205714,29.01
,0.408559114,-22.06174088,-10.66973686,2.487674713,160.7214457,29.02
,0.408163697,-22.04341125,-10.68654728,2.486426592,160.7224019,29.03
,0.407751113,-22.02506447,-10.70331764,2.48518014,160.7232489,29.04
,0.407346994,-22.0066967,-10.7200489,2.483935356,160.7240412,29.05
,0.406947553,-21.98830986,-10.73674011,2.48269248,160.7247652,29.06
,0.406544238,-21.96990395,-10.75339127,2.481451988,160.7253799,29.07
,0.406144589,-21.95147896,-10.77000427,2.480214119,160.7258853,29.08
,0.405697107,-21.9330349,-10.78657627,2.478976488,160.7264727,29.09
,0.405320287,-21.91457367,-10.80311012,2.47773838,160.7273606,29.1
,0.404892772,-21.89609146,-10.81960392,2.476500273,160.72803,29.11
,0.404496223,-21.87759209,-10.83605766,2.475263834,160.7286447,29.12
,0.404098153,-21.85907364,-10.85247231,2.474030018,160.7290818,29.13
,0.403709203,-21.84053612,-10.86884785,2.472799301,160.7294507,29.14
,0.403330028,-21.82198143,-10.88518333,2.471571207,160.7297785,29.15
,0.402941555,-21.80340767,-10.90147877,2.470346212,160.7299698,29.16
,0.402557701,-21.78481483,-10.91773605,2.469124317,160.7300791,29.17
,0.402177751,-21.76620483,-10.93395329,2.467905998,160.7300791,29.18
,0.401797205,-21.74757576,-10.95013142,2.466691017,160.7299698,29.19
,0.401315928,-21.72892952,-10.96626949,2.465476274,160.7299698,29.2
,0.400936693,-21.71026611,-10.98236847,2.464256525,160.7308167,29.21
,0.400578648,-21.69158363,-10.99842834,2.463035822,160.7315134,29.22
,0.400124282,-21.67288208,-11.01444912,2.461817503,160.7315544,29.23
,0.399748415,-21.65416527,-11.03042984,2.460603237,160.7317046,29.24
,0.399405688,-21.63542938,-11.04637146,2.459392786,160.7318412,29.25
,0.399039358,-21.61667633,-11.06227398,2.458186388,160.7317593,29.26
,0.398653299,-21.59790611,-11.07813644,2.456983805,160.731568,29.27
,0.398305059,-21.57911873,-11.09396076,2.455784798,160.7313905,29.28
,0.397932768,-21.56031418,-11.10974503,2.454590321,160.730967,29.29
,0.397571743,-21.54149055,-11.12549019,2.453400373,160.7304479,29.3
,0.397216469,-21.52265167,-11.14119625,2.452215433,160.7298605,29.31
,0.396751583,-21.50379562,-11.15686321,2.451031446,160.7293414,29.32
,0.396380276,-21.4849205,-11.17249012,2.44984293,160.7297239,29.33
,0.396029115,-21.46603012,-11.18807888,2.448652744,160.73012,29.34
,0.395598829,-21.44712257,-11.20362854,2.447465181,160.7299015,29.35
,0.395236164,-21.42819786,-11.21913815,2.446282148,160.7296829,29.36
,0.394913286,-21.40925598,-11.2346096,2.445104837,160.7293687,29.37
,0.394561052,-21.39029694,-11.25004101,2.443932533,160.7288496,29.38
,0.394239396,-21.37132263,-11.26543427,2.442765951,160.7282759,29.39
,0.393878609,-21.35233116,-11.28078747,2.441605568,160.7274016,29.4
,0.393525243,-21.33332253,-11.29610252,2.440449238,160.7266093,29.41
,0.393226594,-21.31429863,-11.31137848,2.439298391,160.7258307,29.42
,0.392868072,-21.29525757,-11.32661533,2.438154221,160.7246422,29.43
,0.392539382,-21.27620125,-11.34181404,2.43701601,160.7234811,29.44
,0.392234445,-21.25712585,-11.35697365,2.435884237,160.72232,29.45
,0.391909868,-21.23803711,-11.37209415,2.434759617,160.7209676,29.46
,0.391583145,-21.21892929,-11.38717556,2.433641672,160.7195196,29.47
,0.391158342,-21.19980621,-11.40221882,2.432526827,160.7182628,29.48
,0.390827447,-21.18066788,-11.41722298,2.431408882,160.717976,29.49
,0.390481561,-21.16151237,-11.43218899,2.430289745,160.7177574,29.5
,0.390095949,-21.14234161,-11.4471159,2.429172277,160.7172246,29.51
,0.389761686,-21.12315559,-11.46200466,2.42805934,160.7167055,29.52
,0.389471173,-21.10395241,-11.47685432,2.4269526,160.7161318,29.53
,0.389153272,-21.08473396,-11.49166584,2.42585206,160.7153805,29.54
,0.388847381,-21.06549835,-11.50643826,2.424757004,160.7146701,29.55
,0.388566583,-21.04624748,-11.52117252,2.423668385,160.7138915,29.56
,0.388251126,-21.02698135,-11.53586769,2.422586679,160.7128123,29.57
,0.387954921,-21.00769997,-11.55052471,2.42151165,160.7116922,29.58
,0.387678653,-20.98840332,-11.56514359,2.420443773,160.7105311,29.59
,0.387391836,-20.96908951,-11.57972431,2.419383049,160.7091923,29.6
,0.387106121,-20.94976044,-11.59426689,2.418329954,160.7077307,29.61
,0.386825353,-20.93041611,-11.60877037,2.417284489,160.7062007,29.62
,0.386432916,-20.91105652,-11.6232357,2.416242123,160.7048483,29.63
,0.3861368,-20.89168167,-11.63766384,2.415197134,160.7044932,29.64
,0.385821968,-20.87228966,-11.65205288,2.414150953,160.70422,29.65
,0.385466725,-20.85288429,-11.66640377,2.413106441,160.7036462,29.66
,0.385166675,-20.83346367,-11.68071651,2.412066698,160.7030998,29.67
,0.384905875,-20.81402588,-11.69499111,2.411032915,160.7025124,29.68
,0.38463369,-20.79457474,-11.70922852,2.410006046,160.7017201,29.69
,0.384339064,-20.77510834,-11.72342682,2.408985138,160.7009141,29.7
,0.384098023,-20.75562477,-11.73758698,2.407969713,160.7002175,29.71
,0.383825332,-20.73612785,-11.75170994,2.406961203,160.6991929,29.72
,0.383543074,-20.71661568,-11.76579475,2.405960321,160.6979908,29.73
,0.383298874,-20.69709015,-11.77984047,2.404966116,160.696857,29.74
,0.38304922,-20.67754745,-11.79384995,2.403979063,160.6955729,29.75
,0.382791668,-20.6579895,-11.80782032,2.402999878,160.6941523,29.76
,0.382543683,-20.6384182,-11.8217535,2.402028084,160.6926633,29.77
,0.382293105,-20.61883163,-11.83564949,2.401064396,160.691106,29.78
,0.381929725,-20.59922981,-11.84950733,2.400103569,160.6897536,29.79
,0.381664991,-20.57961273,-11.86332703,2.399139643,160.6894667,29.8
,0.381376326,-20.55998039,-11.87710953,2.398174524,160.6892755,29.81
,0.381047934,-20.5403347,-11.89085388,2.397210598,160.688852,29.82
,0.380779028,-20.52067375,-11.90456104,2.396251202,160.6884832,29.83
,0.38054359,-20.50099945,-11.91823006,2.395297527,160.688087,29.84
,0.380302519,-20.48130989,-11.93186188,2.394350767,160.6875406,29.85
,0.380038708,-20.46160507,-11.9454565,2.393409491,160.6869806,29.86
,0.379826337,-20.44188499,-11.95901299,2.392473936,160.6865161,29.87
,0.379580617,-20.42215347,-11.97253132,2.391545296,160.6857648,29.88
,0.379326761,-20.40240479,-11.98601341,2.390623331,160.6849042,29.89
,0.379112244,-20.38264275,-11.99945736,2.389707804,160.6841392,29.9
,0.378888249,-20.36286736,-12.01286411,2.388799191,160.683224,29.91
,0.378653586,-20.34307671,-12.02623367,2.387897968,160.6821858,29.92
,0.378436118,-20.3232708,-12.03956509,2.387003899,160.6811203,29.93
,0.37821129,-20.30345154,-12.05286026,2.38611722,160.6800001,29.94
,0.377871364,-20.28361702,-12.06611824,2.385232925,160.6791122,29.95
,0.377631456,-20.26376915,-12.07933807,2.384345055,160.6792898,29.96
,0.37736705,-20.24390793,-12.09252167,2.383455276,160.679604,29.97
,0.377075285,-20.22403145,-12.10566711,2.382566929,160.6796313,29.98
,0.376824915,-20.20414162,-12.11877537,2.381682873,160.6796723,29.99
,0.376622558,-20.18423843,-12.13184738,2.380804539,160.6797406,30
,0.376422644,-20.16431999,-12.14488125,2.37993288,160.6796586,30.01
,0.376222551,-20.1443882,-12.15787792,2.37906909,160.6793581,30.02
,0.376034796,-20.12444305,-12.17083836,2.378214359,160.6788526,30.03
,0.375853866,-20.10448265,-12.18376064,2.377369165,160.6781013,30.04
,0.375556439,-20.0845089,-12.19664669,2.376529932,160.6773363,30.05
,0.375367492,-20.06452179,-12.20949554,2.375690937,160.6774183,30.06
,0.37517637,-20.04452133,-12.22230721,2.374854326,160.6774866,30.07
,0.374918342,-20.02450752,-12.23508263,2.374023676,160.6769812,30.08
,0.374716908,-20.00447845,-12.24782085,2.373200655,160.676503,30.09
,0.374567419,-19.98443604,-12.26052189,2.372386217,160.6760249,30.1
,0.374383837,-19.96438026,-12.27318668,2.371580839,160.6752736,30.11
,0.374141693,-19.94431114,-12.28581333,2.370781422,160.6746316,30.12
,0.373979211,-19.92422676,-12.29840469,2.369986057,160.6744677,30.13
,0.373793215,-19.90413094,-12.31095886,2.369196415,160.6740715,30.14
,0.373583347,-19.88401985,-12.32347584,2.36841464,160.6734021,30.15
,0.373420984,-19.86389542,-12.33595657,2.367641449,160.6727738,30.16
,0.373240024,-19.84375763,-12.34840107,2.366876364,160.6721317,30.17
,0.37307474,-19.82360649,-12.36080837,2.366117716,160.67164,30.18
,0.372906655,-19.803442,-12.37317944,2.365365982,160.6711618,30.19
,0.372733891,-19.78326225,-12.38551426,2.364622116,160.6705471,30.2
,0.372569829,-19.76307106,-12.39781189,2.363886833,160.6699051,30.21
,0.372416049,-19.74286461,-12.41007423,2.363159657,160.669304,30.22
,0.372269511,-19.72264481,-12.42229939,2.362440825,160.6687303,30.23
,0.372117549,-19.70241165,-12.4344883,2.361730337,160.6681156,30.24
,0.371949136,-19.68216515,-12.44664097,2.361027956,160.6675282,30.25
,0.371682078,-19.66190529,-12.4587574,2.360327959,160.6673506,30.26
,0.371507406,-19.64163208,-12.47083759,2.359624386,160.6682932,30.27
,0.371300012,-19.62134552,-12.48288155,2.358918667,160.669427,30.28
,0.371052325,-19.60104561,-12.49488831,2.358213186,160.6704788,30.29
,0.370871574,-19.58073044,-12.50685978,2.357510328,160.6718039,30.3
,0.37071535,-19.56040382,-12.51879501,2.356811047,160.6731836,30.31
,0.37055552,-19.54006386,-12.53069305,2.356116295,160.674536,30.32
,0.370409131,-19.51971245,-12.54255581,2.355427027,160.675861,30.33
,0.37026903,-19.49934578,-12.55438232,2.354743958,160.6770631,30.34
,0.370135427,-19.47896576,-12.56617165,2.354068041,160.6781013,30.35
,0.369974703,-19.4585743,-12.57792568,2.3533988,160.6790302,30.36
,0.369843423,-19.43816757,-12.58964348,2.352734089,160.680164,30.37
,0.369727165,-19.4177494,-12.60132504,2.352075338,160.6812022,30.38
,0.369571865,-19.39731789,-12.61297131,2.351423502,160.6818989,30.39
,0.369430035,-19.37687302,-12.62458038,2.35077858,160.6826366,30.4
,0.369304836,-19.35641479,-12.63615417,2.350138903,160.6834972,30.41
,0.369185656,-19.33594513,-12.64769173,2.349504709,160.6843304,30.42
,0.369044542,-19.31546021,-12.65919304,2.34887743,160.6849725,30.43
,0.36890778,-19.29496384,-12.67065811,2.348256826,160.6855872,30.44
,0.368794918,-19.27445412,-12.6820879,2.34764266,160.6862975,30.45
,0.368673652,-19.25393105,-12.69348145,2.347034931,160.6869396,30.46
,0.368546665,-19.23339653,-12.70483971,2.346434116,160.6875406,30.47
,0.368413597,-19.21284676,-12.71616173,2.345839977,160.6881554,30.48
,0.368167281,-19.19228554,-12.72744751,2.345246792,160.6891252,30.49
,0.368017346,-19.17171097,-12.73869801,2.3446486,160.6912426,30.5
,0.367832035,-19.15112495,-12.74991322,2.344046354,160.6935239,30.51
,0.367610157,-19.13052368,-12.76109123,2.343442917,160.6957232,30.52
,0.367464244,-19.10991096,-12.77223396,2.342841387,160.6981274,30.53
,0.367327243,-19.0892868,-12.78334141,2.342242956,160.700518,30.54
,0.367201418,-19.06864929,-12.79441166,2.341648817,160.7028812,30.55
,0.36708349,-19.04800034,-12.80544758,2.341059685,160.7051898,30.56
,0.366967052,-19.02733803,-12.8164463,2.340476274,160.7073618,30.57
,0.366858631,-19.00666237,-12.82740974,2.339899063,160.7093836,30.58
,0.366758943,-18.98597527,-12.8383379,2.339329004,160.7112414,30.59
,0.36666435,-18.96527481,-12.84922981,2.338766575,160.7129489,30.6
,0.366574347,-18.94456291,-12.86008644,2.338212013,160.7144789,30.61
,0.366488695,-18.92383766,-12.87090683,2.337666035,160.7158449,30.62
,0.366406828,-18.90310097,-12.88169193,2.337128639,160.7170744,30.63
,0.366328508,-18.88235092,-12.8924408,2.336600065,160.7181672,30.64
,0.366253376,-18.86158943,-12.90315533,2.33608079,160.7191508,30.65
,0.366181105,-18.84081459,-12.91383362,2.335570812,160.720025,30.66
,0.366042733,-18.82002831,-12.92447567,2.335068941,160.720872,30.67
,0.365864754,-18.79922867,-12.93508339,2.334566116,160.7225112,30.68
,0.365799636,-18.77841568,-12.94565487,2.334061623,160.7249154,30.69
,0.365632266,-18.75759125,-12.95619106,2.333559275,160.7269098,30.7
,0.365502238,-18.73675537,-12.96669197,2.333061457,160.7289589,30.71
,0.365426272,-18.71590614,-12.97715759,2.332569361,160.7311855,30.72
,0.365353793,-18.69504356,-12.98758698,2.332083941,160.7333849,30.73
,0.365276903,-18.67417145,-12.99798107,2.331605434,160.7355705,30.74
,0.365204573,-18.65328407,-13.00834084,2.331134081,160.7377289,30.75
,0.365137756,-18.63238716,-13.01866436,2.330670357,160.7398326,30.76
,0.365075767,-18.6114769,-13.0289526,2.3302145,160.7418953,30.77
,0.364929557,-18.59055328,-13.03920555,2.329763651,160.7440536,30.78
,0.364872664,-18.56961823,-13.04942226,2.329313993,160.7468813,30.79
,0.364794791,-18.54866982,-13.05960464,2.328867197,160.7496954,30.8
,0.364684939,-18.52771187,-13.06975174,2.328425407,160.7522908,30.81
,0.364618748,-18.50673866,-13.07986355,2.327989817,160.7550092,30.82
,0.364572614,-18.48575592,-13.08994007,2.327560663,160.757755,30.83
,0.364519149,-18.46475983,-13.09998035,2.327138186,160.7604324,30.84
,0.36443755,-18.44375038,-13.10998631,2.326722145,160.7630962,30.85
,0.364355147,-18.4227314,-13.11995697,2.326309204,160.7661015,30.86
,0.364315063,-18.40169716,-13.12989235,2.325899601,160.7693253,30.87
,0.36423415,-18.38065338,-13.13979244,2.325494766,160.7723169,30.88
,0.364170909,-18.35959625,-13.14965725,2.32509613,160.7753222,30.89
,0.364135623,-18.33852768,-13.15948772,2.324703693,160.7783958,30.9
,0.3640517,-18.31744576,-13.16928196,2.324316263,160.7814831,30.91
,0.364009798,-18.29635429,-13.17904091,2.323932171,160.7848708,30.92
,0.363960147,-18.27524948,-13.18876553,2.323552608,160.788204,30.93
,0.363891602,-18.25413132,-13.19845486,2.32317853,160.7914005,30.94
,0.363838702,-18.23300171,-13.2081089,2.322810173,160.794679,30.95
,0.363784105,-18.21186066,-13.21772766,2.322445631,160.7981351,30.96
,0.363748968,-18.19070816,-13.22731113,2.322085142,160.8016731,30.97
,0.363689274,-18.16954422,-13.23685932,2.32172966,160.8050609,30.98
,0.36362648,-18.14836693,-13.24637318,2.321379423,160.8084896,30.99
,0.363590896,-18.12717819,-13.25585175,2.321033239,160.8121096,31
,0.363553494,-18.10597801,-13.26529503,2.320691824,160.8157023,31.01
,0.363485992,-18.08476448,-13.27470303,2.320355177,160.8192403,31.02
,0.363450229,-18.06353951,-13.28407669,2.320022583,160.8229286,31.03
,0.363411576,-18.04230309,-13.29341507,2.319694757,160.826617,31.04
,0.363360405,-18.02105522,-13.30271816,2.3193717,160.8302916,31.05
,0.363323599,-17.99979591,-13.31198597,2.319052935,160.8340619,31.06
,0.363267422,-17.97852325,-13.32121849,2.318738461,160.8378594,31.07
,0.363092423,-17.95724106,-13.33041668,2.318422794,160.8420259,31.08
,0.363016248,-17.93594551,-13.33957958,2.31809926,160.8473261,31.09
,0.362898678,-17.91463852,-13.3487072,2.317769289,160.8527766,31.1
,0.362757504,-17.89332008,-13.35780048,2.317435741,160.8581724,31.11
,0.362686008,-17.87199211,-13.36685753,2.317101479,160.8637595,31.12
,0.362619191,-17.85065079,-13.37588024,2.316768169,160.869333,31.13
,0.362547875,-17.82929993,-13.38486671,2.316435814,160.8749064,31.14
,0.362501204,-17.80793571,-13.39381886,2.316104174,160.8805618,31.15
,0.362440854,-17.78656197,-13.40273571,2.315774441,160.8861352,31.16
,0.362371326,-17.76517677,-13.41161728,2.315446615,160.8915721,31.17
,0.362310916,-17.74378014,-13.42046356,2.315120697,160.8970089,31.18
,0.362241983,-17.72237206,-13.42927456,2.314794779,160.9025413,31.19
,0.362172961,-17.70095444,-13.43805122,2.314468622,160.9082104,31.2
,0.362109184,-17.67952538,-13.44679165,2.314144373,160.9137155,31.21
,0.362029702,-17.65808487,-13.45549679,2.313821793,160.9190841,31.22
,0.361980498,-17.63663483,-13.46416759,2.313501358,160.9245072,31.23
,0.361931592,-17.61517334,-13.47280216,2.313183308,160.9299031,31.24
,0.361860752,-17.59370041,-13.4814024,2.312867403,160.935217,31.25
,0.361768991,-17.57221794,-13.48996639,2.312550783,160.9407494,31.26
,0.361704737,-17.55072403,-13.49849606,2.312233448,160.9465278,31.27
,0.361612022,-17.52922058,-13.50699043,2.311914921,160.9523061,31.28
,0.361531079,-17.50770569,-13.51544857,2.31159544,160.9582484,31.29
,0.361462176,-17.48618126,-13.52387238,2.311275721,160.9642726,31.3
,0.361382395,-17.46464539,-13.53226089,2.310956478,160.9702558,31.31
,0.361301839,-17.44309998,-13.54061317,2.310637951,160.9762937,31.32
,0.361240089,-17.42154312,-13.54893112,2.310319424,160.9824682,31.33
,0.36115846,-17.39997864,-13.55721378,2.310001135,160.988629,31.34
,0.361077815,-17.37840271,-13.56546021,2.309683084,160.9948445,31.35
,0.360998392,-17.35681534,-13.57367229,2.309364319,161.0011966,31.36
,0.360926122,-17.33521843,-13.58184814,2.309045553,161.007617,31.37
,0.360832363,-17.31361389,-13.58998871,2.308726072,161.0140237,31.38
,0.36077413,-17.29199791,-13.59809494,2.308407068,161.0205397,31.39
,0.360677779,-17.27037048,-13.60616493,2.308088303,161.0269601,31.4
,0.360613406,-17.24873543,-13.61419964,2.307769299,161.033558,31.41
,0.360515684,-17.22709084,-13.62219906,2.307450533,161.040115,31.42
,0.360408753,-17.2054348,-13.63016319,2.307130098,161.0468223,31.43
,0.360317886,-17.18377113,-13.63809109,2.306806326,161.0538983,31.44
,0.360207111,-17.16209602,-13.64598465,2.306478977,161.061111,31.45
,0.360088348,-17.14041328,-13.65384197,2.306148291,161.068474,31.46
,0.359996766,-17.11872101,-13.66166401,2.305814505,161.0760008,31.47
,0.359915048,-17.09701729,-13.66945076,2.305480003,161.0834321,31.48
,0.359829426,-17.07530785,-13.67720222,2.305146456,161.0906857,31.49
,0.3597368,-17.05358696,-13.68491745,2.304813147,161.0979804,31.5
,0.3596766,-17.03185844,-13.69259834,2.304479837,161.105357,31.51
,0.359569848,-17.01011848,-13.700243,2.304145813,161.1125833,31.52
,0.359487504,-16.9883728,-13.70785141,2.30381155,161.1199189,31.53
,0.359401673,-16.96661568,-13.71542549,2.303476095,161.1272682,31.54
,0.359303653,-16.94485092,-13.72296333,2.303139925,161.1346312,31.55
,0.359211087,-16.92307854,-13.73046589,2.302802801,161.1420624,31.56
,0.359122127,-16.90129662,-13.73793316,2.302464724,161.1494937,31.57
,0.359021694,-16.87950516,-13.74536419,2.302125931,161.1569386,31.58
,0.358932734,-16.85770607,-13.75275993,2.301786423,161.1644381,31.59
,0.358830154,-16.83589745,-13.76012039,2.301446199,161.1719103,31.6
,0.358697206,-16.81408119,-13.76744461,2.301103592,161.1795328,31.61
,0.358590871,-16.79225731,-13.77473354,2.300756454,161.1875242,31.62
,0.358458847,-16.7704258,-13.78198719,2.300404787,161.1956248,31.63
,0.358319819,-16.74858475,-13.78920555,2.300048351,161.203862,31.64
,0.35819298,-16.72673607,-13.79638767,2.299687147,161.2123041,31.65
,0.358073771,-16.70487976,-13.80353355,2.29932189,161.2208555,31.66
,0.357974768,-16.68301582,-13.81064415,2.29895401,161.2293522,31.67
,0.357871175,-16.66114235,-13.81771946,2.29858613,161.2376168,31.68
,0.357742846,-16.63926315,-13.82475853,2.298217058,161.2458403,31.69
,0.357678592,-16.61737633,-13.83176231,2.297846556,161.2542141,31.7
,0.357538551,-16.59548187,-13.83872986,2.2974751,161.2622464,31.71
,0.357438117,-16.57357979,-13.84566212,2.297101974,161.2703744,31.72
,0.357345522,-16.55167007,-13.85255814,2.296727896,161.2785023,31.73
,0.357230514,-16.52975273,-13.85941887,2.296352863,161.2864799,31.74
,0.357118994,-16.50782967,-13.86624432,2.295976639,161.2944713,31.75
,0.356975049,-16.48589706,-13.87303352,2.295597315,161.3025855,31.76
,0.356848806,-16.46395874,-13.87978649,2.295213223,161.3110413,31.77
,0.35670054,-16.44201469,-13.88650417,2.294823408,161.31962,31.78
,0.356540889,-16.42006302,-13.89318562,2.294427872,161.3283217,31.79
,0.356410682,-16.39810371,-13.89983177,2.294027567,161.3371736,31.8
,0.356296122,-16.37613869,-13.90644169,2.293625116,161.3458343,31.81
,0.356190294,-16.35416603,-13.91301632,2.293222666,161.3542354,31.82
,0.35611099,-16.33218765,-13.91955471,2.292822599,161.3624316,31.83
,0.356035709,-16.31020355,-13.92605686,2.292425632,161.3703273,31.84
,0.355953306,-16.28821182,-13.93252373,2.292032719,161.3779362,31.85
,0.355843931,-16.26621437,-13.93895435,2.291641712,161.3854357,31.86
,0.355774999,-16.24420929,-13.94534969,2.291251898,161.3930036,31.87
,0.355646163,-16.22220039,-13.95170879,2.290863037,161.4003119,31.88
,0.355535865,-16.20018387,-13.95803261,2.290474415,161.4077021,31.89
,0.355436027,-16.17815971,-13.96432018,2.290085316,161.4152017,31.9
,0.355310053,-16.15613174,-13.97057247,2.28969574,161.4226876,31.91
,0.35519886,-16.13409615,-13.97678852,2.289305687,161.4302691,31.92
,0.355073631,-16.11205482,-13.98296928,2.288915157,161.4378506,31.93
,0.354955256,-16.09000778,-13.98911381,2.288523912,161.4455277,31.94
,0.354849488,-16.06795502,-13.99522209,2.288132191,161.4533278,31.95
,0.354723424,-16.04589653,-14.00129509,2.287739754,161.4611552,31.96
,0.35460794,-16.02383232,-14.0073328,2.287346363,161.4691192,31.97
,0.354492664,-16.00176048,-14.01333332,2.286952496,161.4771105,31.98
,0.354368061,-15.97968578,-14.01929951,2.286558151,161.4851292,31.99
,0.354252547,-15.95760441,-14.02522945,2.286162615,161.4932571,32
,0.354142308,-15.93551731,-14.03112316,2.285766602,161.501426,32.01
,0.354022652,-15.91342545,-14.03698158,2.285369635,161.5095949,32.02
,0.35390842,-15.89132786,-14.04280376,2.284972429,161.5177775,32.03
,0.353759706,-15.86922455,-14.04858971,2.284573078,161.5260693,32.04
,0.353635222,-15.84711647,-14.05434036,2.284169674,161.5346754,32.05
,0.353492022,-15.82500362,-14.06005573,2.283761978,161.5433907,32.06
,0.353338897,-15.80288506,-14.06573486,2.283349991,161.5522016,32.07
,0.35319984,-15.78076172,-14.07137775,2.282933712,161.5611628,32.08
,0.35307309,-15.75863361,-14.07698536,2.282513618,161.570165,32.09
,0.35296467,-15.73650169,-14.08255672,2.282092333,161.578976,32.1
,0.352866858,-15.71436405,-14.0880928,2.281672239,161.5874591,32.11
,0.352773964,-15.6922226,-14.09359264,2.28125453,161.5956416,32.12
,0.352667689,-15.67007542,-14.0990572,2.280837774,161.6037422,32.13
,0.352592975,-15.64792538,-14.10448551,2.280421495,161.6117882,32.14
,0.352450788,-15.62576962,-14.10987759,2.280005455,161.6194927,32.15
,0.352349281,-15.60361004,-14.11523438,2.279589653,161.6272244,32.16
,0.352232665,-15.58144569,-14.12055492,2.279173613,161.6348469,32.17
,0.352103293,-15.55927658,-14.12584019,2.278757095,161.6423874,32.18
,0.351983428,-15.53710461,-14.13108921,2.278339863,161.6499826,32.19
,0.351857781,-15.51492786,-14.13630295,2.277921677,161.6575368,32.2
,0.35172838,-15.49274635,-14.14148045,2.277503014,161.6650637,32.21
,0.351596117,-15.47056198,-14.14662266,2.277083874,161.6725905,32.22
,0.351435721,-15.44837284,-14.15172863,2.27666235,161.6802267,32.23
,0.3512927,-15.42617989,-14.15679836,2.276237011,161.6881634,32.24
,0.35113588,-15.40398312,-14.16183281,2.275807142,161.6962367,32.25
,0.350972086,-15.38178349,-14.16683197,2.275372744,161.7044192,32.26
,0.350846052,-15.35957909,-14.17179489,2.274935484,161.7126974,32.27
,0.350720018,-15.33737183,-14.17672157,2.274497747,161.7206751,32.28
