time,ecu,resp_id,did,signal,value,unit
22.842765,MCU DID 0101,0x7EC,0101,SoC,18560.0,%
22.842765,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
22.842765,MCU DID 0101,0x7EC,0101,rpm,0,rpm
22.862684,ABS / ESP,0x7D9,,speed_kmh,0,km/h
22.875686,ABS / ESP,0x7D9,,steer_raw,32772,raw
22.879685,ABS / ESP,0x7D9,,brake_pedel,38,mm
22.972833,MCU DID 0101,0x7EC,0101,battery_current,0.9,A
22.972833,MCU DID 0101,0x7EC,0101,battery_voltage,381.8,V
22.972833,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
22.972833,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
22.972833,MCU DID 0101,0x7EC,0101,SoC,18560.0,%
22.972833,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
22.972833,MCU DID 0101,0x7EC,0101,rpm,0,rpm
22.992524,ABS / ESP,0x7D9,,speed_kmh,0,km/h
23.005611,ABS / ESP,0x7D9,,steer_raw,32771,raw
23.010519,ABS / ESP,0x7D9,,brake_pedel,38,mm
23.102394,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
23.102394,MCU DID 0101,0x7EC,0101,battery_voltage,381.8,V
23.102394,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
23.102394,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
23.102394,MCU DID 0101,0x7EC,0101,SoC,18560.0,%
23.102394,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
23.102394,MCU DID 0101,0x7EC,0101,rpm,0,rpm
23.122833,ABS / ESP,0x7D9,,speed_kmh,0,km/h
23.135936,ABS / ESP,0x7D9,,steer_raw,32772,raw
23.139946,ABS / ESP,0x7D9,,brake_pedel,38,mm
23.231934,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
23.231934,MCU DID 0101,0x7EC,0101,battery_voltage,381.8,V
23.231934,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
23.231934,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
23.231934,MCU DID 0101,0x7EC,0101,SoC,18560.0,%
23.232882,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
23.232882,MCU DID 0101,0x7EC,0101,rpm,0,rpm
23.251987,ABS / ESP,0x7D9,,speed_kmh,0,km/h
23.266064,ABS / ESP,0x7D9,,steer_raw,32772,raw
23.269985,ABS / ESP,0x7D9,,brake_pedel,38,mm
23.362617,MCU DID 0101,0x7EC,0101,battery_current,1.2000000000000002,A
23.362617,MCU DID 0101,0x7EC,0101,battery_voltage,381.8,V
23.362617,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
23.362617,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
23.362617,MCU DID 0101,0x7EC,0101,SoC,18560.0,%
23.362617,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
23.362617,MCU DID 0101,0x7EC,0101,rpm,0,rpm
23.382049,ABS / ESP,0x7D9,,speed_kmh,0,km/h
