time,ecu,resp_id,did,signal,value,unit
0.011003,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.023631,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.02863,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.126235,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
0.126235,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
0.126235,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.126235,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.126235,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.126235,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.126235,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.145633,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.158629,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.16361,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.261727,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
0.261727,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
0.261727,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.261727,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.261727,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.261727,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.261727,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.28041,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.293411,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.298609,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.39104,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
0.39104,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
0.39104,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.39104,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.39104,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.39104,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.39104,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.410624,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.42315,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.428148,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.526873,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
0.526873,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
0.526873,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.526873,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.526873,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.526873,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.526873,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.545658,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.558563,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.563669,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.656449,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
0.656449,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
0.656449,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.656449,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.656449,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.656449,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.656449,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.675909,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.687896,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.693928,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.785873,MCU DID 0101,0x7EC,0101,battery_current,1.2000000000000002,A
0.785873,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
0.785873,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.785873,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.786873,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.786873,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.786873,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.805955,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.818526,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.823618,ABS / ESP,0x7D9,,brake_pedel,30,mm
0.917455,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
0.917455,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
0.917455,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
0.917455,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
0.917455,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
0.917455,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
0.917455,MCU DID 0101,0x7EC,0101,rpm,0,rpm
0.937171,ABS / ESP,0x7D9,,speed_kmh,0,km/h
0.949337,ABS / ESP,0x7D9,,steer_raw,32817,raw
0.955342,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.046948,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
1.046948,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
1.046948,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.046948,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.046948,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.046948,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.046948,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.065589,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.079585,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.083582,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.176676,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
1.176676,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
1.176676,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.176676,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.176676,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.176676,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.176676,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.19719,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.209205,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.214758,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.311916,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
1.311916,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
1.311916,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.311916,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.311916,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.311916,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.311916,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.331126,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.344013,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.349009,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.441015,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
1.441015,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
1.441015,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.441015,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.441015,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.441015,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.441015,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.461711,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.47396,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.479826,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.571473,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
1.571473,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
1.571473,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.571473,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.571473,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.571473,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.571473,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.591284,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.603299,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.609294,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.701272,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
1.701272,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
1.701272,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.701272,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.701272,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.701272,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.701272,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.721196,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.734208,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.739295,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.831425,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
1.831425,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
1.831425,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.831425,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.831425,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.831425,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.831425,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.851133,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.864137,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.869142,ABS / ESP,0x7D9,,brake_pedel,30,mm
1.961847,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
1.961847,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
1.961847,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
1.961847,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
1.961847,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
1.961847,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
1.961847,MCU DID 0101,0x7EC,0101,rpm,0,rpm
1.981604,ABS / ESP,0x7D9,,speed_kmh,0,km/h
1.994603,ABS / ESP,0x7D9,,steer_raw,32817,raw
1.999551,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.091366,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
2.091366,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.091366,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.091366,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.091366,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.091366,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.091366,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.111196,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.123825,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.128829,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.221957,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.221957,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.221957,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.221957,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.221957,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.221957,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.221957,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.241777,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.254879,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.25981,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.351613,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.351613,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.351613,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.351613,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.351613,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.351613,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.351613,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.371151,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.383181,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.389197,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.4817,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.4817,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
2.4817,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.4817,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.4817,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.4817,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.4817,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.501296,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.513909,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.519911,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.6121,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.6121,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.6121,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.6121,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.6121,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.6121,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.6121,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.631642,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.643739,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.648639,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.741202,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.741202,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.741202,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.741202,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.741202,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.741202,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.741202,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.761242,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.773402,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.779649,ABS / ESP,0x7D9,,brake_pedel,30,mm
2.871098,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
2.871098,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
2.871098,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
2.871098,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
2.871098,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
2.871098,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
2.871098,MCU DID 0101,0x7EC,0101,rpm,0,rpm
2.891624,ABS / ESP,0x7D9,,speed_kmh,0,km/h
2.903826,ABS / ESP,0x7D9,,steer_raw,32817,raw
2.909241,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.001577,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.001577,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.001577,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.001577,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.001577,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.001577,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.001577,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.021111,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.035109,ABS / ESP,0x7D9,,steer_raw,32817,raw
3.03926,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.13132,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.13132,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.13132,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.13132,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.13132,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.13132,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.13132,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.151413,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.164587,ABS / ESP,0x7D9,,steer_raw,32811,raw
3.169098,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.262388,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.262388,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.262388,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.262388,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.262388,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.262388,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.262388,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.281556,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.294532,ABS / ESP,0x7D9,,steer_raw,32805,raw
3.299661,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.397643,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.397643,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.397643,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.397643,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.397643,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.397643,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.397643,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.415416,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.42927,ABS / ESP,0x7D9,,steer_raw,32804,raw
3.433447,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.527489,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
3.527489,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.527489,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.527489,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.527489,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.527489,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.527489,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.547259,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.559677,ABS / ESP,0x7D9,,steer_raw,32804,raw
3.563762,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.657559,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.657559,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.657559,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.657559,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.657559,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.657559,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.657559,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.677321,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.689266,ABS / ESP,0x7D9,,steer_raw,32804,raw
3.69426,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.787126,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.787126,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
3.787126,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.787126,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.787126,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.787126,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.787126,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.806036,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.81963,ABS / ESP,0x7D9,,steer_raw,32804,raw
3.823731,ABS / ESP,0x7D9,,brake_pedel,30,mm
3.921653,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
3.921653,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
3.921653,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
3.921653,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
3.921653,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
3.921653,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
3.921653,MCU DID 0101,0x7EC,0101,rpm,0,rpm
3.941197,ABS / ESP,0x7D9,,speed_kmh,0,km/h
3.955205,ABS / ESP,0x7D9,,steer_raw,32804,raw
3.959279,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.051632,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
4.051632,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
4.051632,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.051632,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.051632,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.051632,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.051632,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.071368,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.084271,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.089358,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.181312,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
4.181312,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.181312,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.181312,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.181312,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.181312,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.181312,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.201157,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.214224,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.218223,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.311952,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
4.311952,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.311952,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.311952,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.311952,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.311952,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.311952,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.331308,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.344449,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.349487,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.442406,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
4.442406,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.442406,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.442406,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.442406,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.442406,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.442406,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.461182,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.47418,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.479181,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.571223,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
4.571223,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.571223,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.571223,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.571223,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.571223,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.571223,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.591413,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.605327,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.609417,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.706636,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
4.706636,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.706636,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.706636,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.706636,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.706636,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.706636,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.726057,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.739067,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.744002,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.840334,MCU DID 0101,0x7EC,0101,battery_current,1.2000000000000002,A
4.840334,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
4.840334,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.840334,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.840334,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.840334,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.840334,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.860999,ABS / ESP,0x7D9,,speed_kmh,0,km/h
4.874032,ABS / ESP,0x7D9,,steer_raw,32804,raw
4.879036,ABS / ESP,0x7D9,,brake_pedel,30,mm
4.971851,MCU DID 0101,0x7EC,0101,battery_current,1.1,A
4.971851,MCU DID 0101,0x7EC,0101,battery_voltage,383.1,V
4.971851,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
4.971851,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
4.971851,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
4.971851,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
4.971851,MCU DID 0101,0x7EC,0101,rpm,0,rpm
4.99155,ABS / ESP,0x7D9,,speed_kmh,0,km/h
5.003514,ABS / ESP,0x7D9,,steer_raw,32804,raw
5.009665,ABS / ESP,0x7D9,,brake_pedel,30,mm
5.102596,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
5.102596,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
5.102596,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
5.102596,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
5.102596,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
5.102596,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
5.102596,MCU DID 0101,0x7EC,0101,rpm,0,rpm
5.121288,ABS / ESP,0x7D9,,speed_kmh,0,km/h
5.134948,ABS / ESP,0x7D9,,steer_raw,32804,raw
5.138995,ABS / ESP,0x7D9,,brake_pedel,30,mm
5.231257,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
5.231257,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
5.231257,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
5.231257,MCU DID 0101,0x7EC,0101,max_power,0.0,kW
5.231257,MCU DID 0101,0x7EC,0101,SoC,18688.0,%
5.231257,MCU DID 0101,0x7EC,0101,Battery_Temp,4627,C
5.231257,MCU DID 0101,0x7EC,0101,rpm,0,rpm
5.251511,ABS / ESP,0x7D9,,speed_kmh,0,km/h
5.264635,ABS / ESP,0x7D9,,steer_raw,32804,raw
5.269581,ABS / ESP,0x7D9,,brake_pedel,30,mm
5.361682,MCU DID 0101,0x7EC,0101,battery_current,1.0,A
5.361682,MCU DID 0101,0x7EC,0101,battery_voltage,383.20000000000005,V
5.361682,MCU DID 0101,0x7EC,0101,max_regen_power,0.0,kW
